TEMA,LOCAL,ESTADO,CATEGORIA,STATUS,DESCRICAO,CASOS_POR_DIA,DATA,ANO,MES,ANO_MES
MAIS UMA COMPRA NAO ENTREGUE COMPLETA..,NITERÓI - RJ,RJ,"['PROBLEMAS NA FINALIZAÇÃO DA COMPRA', 'SUPERMERCADOS', 'PÃO DE AÇÚCAR']",NÃO RESPONDIDA,Toda compra no Pao de Açucar delivery é a mesma coisa.. nunca todos os itens sao entregues e tenho que perder tempo vindo aqui reclamar (pois nao atendem telefone e agora nao dá mais pra falar por whatsapp). Itens nao entregues dessa vez: - Tempero Alho e Sal- File de Medalhao Suino 500g- Coxão mole em bife 500g- Filé de escalope suíno 500gEspero a entrega dos itens o quanto antes. ,17,2022-09-19,2022,9,2022-09
SUSHI HORRÍVEL,SÃO PAULO - SP,SP,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS']",NÃO RESPONDIDA,"Comprei 3 combos de salmão no pão de açúcar da rua Tito. Lixo total. Arroz seco e duro que nem pedra. Não deu pra comer. Não comprem, dinheiro jogado no lixo. Horrível.",17,2022-09-19,2022,9,2022-09
PÃO DE AÇÚCAR CLIENTE MAIS,SÃO PAULO - SP,SP,"['PÃO DE AÇÚCAR', 'CANAIS DE ATENDIMENTO', 'PROBLEMAS COM O ATENDIMENTO', 'MAU ATENDIMENTO']",NÃO RESPONDIDA,"Estou tentando há uma semana atualizar meu cadastro no Cliente Mais e simplesmente trava a tela. Já tentei pelo site, pelo app, fui presencialmente em loja.. já liguei no pão de açúcar e derrubaram a ligação quando achei que seria resolvido o problema.. uma lástima. ",17,2022-09-19,2022,9,2022-09
DIVERGÊNCIA DE PREÇO E ATENDIMENTO A DESEJAR.,BOTUCATU - SP,SP,"['DIVERGÊNCIA DE VALORES', 'PÃO DE AÇÚCAR', 'NÃO ENCONTREI MEU PROBLEMA', 'EQUIPE DE ATENDIMENTO']",NÃO RESPONDIDA,"Fui ontem no Pão de Açúcar 18/09 ao finalizar minha compra percebi que o valor de uma caneca com creme de avelã da cassino estava com um preço totalmente diferente da etiqueta. Ao conversar com a operadora de caixa me informou que não poderia fazer o valor do produto ( que estava na frente da etiqueta ) arrumou mil e uma desculpas para não fazer, violando a lei do consumidor, quando pedi para falar com o gerente do horário a mesma disse que não poderia me atender pois estava em horário de janta e não iria vir Fica aqui o meu repúdio com o mercado Pão de Açúcar! ",17,2022-09-19,2022,9,2022-09
PROMOÇÃO APP - PROPAGANDA ENGANOSA NA REDE GLOBO,SÃO BERNARDO DO CAMPO - SP,SP,"['PÃO DE AÇÚCAR', 'NÃO ENCONTREI MEU PROBLEMA', 'PROPAGANDA ENGANOSA', 'PROPAGANDA ENGANOSA']",NÃO RESPONDIDA,"NO DOMINGO A TARDE, DIA 18/09/22, FOI ANUNCIADO NA REDE GLOBO DE TELEVISÃO, PROMOÇÕES PARA COMPRAS NO APP DO PÃO DE AÇUCAR. IMEDIATAMENTE ACESSEI O APLACATIVO E CADÊ A PROMOÇÃO??? NÃO ENCONTREI, ME SENTI CONSTRANGIDA, POIS A PARTIR DO MOMENTO QUE UMA PROMOÇÃO É ANUNCIADA A EMPRESA TEM QUE TER O PRODUTO DISPONÍVEL! CONTATEI A CENTRAL DE RELACIONAMENTO E FOI ABERTO UMA RECLAMAÇÃO INTERNA 354732.PRODUTO PUBLICADO, CÁPSULAS PARA CAFETERIA DOLCE GUSTO NO VALOR DE R$ 17,99 E NO APLICATIVO O VALOR DESTACADO ERA R$ 26,99!PROPAGANDA ENGANOSA!!!!!!!!!!!!!!!!!!!!!!!!!!! ",17,2022-09-19,2022,9,2022-09
MISSÃO STIX - AUMENTO ESTRATOSFÉRICO,SÃO PAULO - SP,SP,"['PÃO DE AÇÚCAR', 'NÃO ENCONTREI MEU PROBLEMA', 'AUMENTO ABUSIVO', 'ÁGUA']",NÃO RESPONDIDA,"Recentemente houve um aumento muito grande na missão Stix para conseguir os pontos, agora preciso comprar mais de R$ 1.200,00 reais por mês para conseguir completar a missão.Desse jeito fica inviável continuar centralizando minhas compras no Pão de Açúcar.Gostaria de uma solução.",17,2022-09-19,2022,9,2022-09
PONTOS STIX,CABEDELO - PB,PB,"['PÃO DE AÇÚCAR', 'CANAIS DE ATENDIMENTO', 'PROBLEMAS COM O ATENDIMENTO', 'PROBLEMA COM ENTREGA DE PRODUTO-COMPRAS']",NÃO RESPONDIDA,"Fui trocar pontos por um vale compras no pão de açúcar, na pressa do caixa pois a fila estava grande troquei sem querer por vale combustível em posto pão de açúcar, mais aqui em João pessoa não tem posto pão de açúcar.Liguei pro atendimento o primeiro atendente falou que iria abrir um chamado solicitando cancelamento e deu prazo de 3 dias pra retornar os pontos, liguei novamente e a segunda atendente veio com outra conversa disendo que infelizmente não podia cancelar, 2 funcionários, 2 informações.NAO TEM POSTO PAO DE ACUCAR, COMO VOU USAR O CUPOM.OBS: A IMAGEM DO VALE COMPRA DA LOJA E DO POSTO SAO IDÊNTICOS LEVANDO AO USUARIO AO ERRO.",17,2022-09-19,2022,9,2022-09
PARCELAMENTO DE COMPRAS,JOÃO PESSOA - PB,PB,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'PROPAGANDA ENGANOSA']",NÃO RESPONDIDA,"Olá, bom dia!Fiz a aquisição de produtos no aplicativo do Pão  de Açúcar e ao finalizar não me foi dada a opção de parcelar a compra. Quando estava escolhendo os produtos mostrava que seria possível dividir a compra em até 4 vezes, sem juros! Estou me sentindo [Editado pelo Reclame Aqui]! Como se anuncia uma forma de pagamento e não se cumpre tal forma na conclusão da compra?  É assim que o Pão de Açúcar trata seus clientes? Desejo concluir a compra, porém, a opção de parcelar deve constar no momento da conclusão da transação.Muito grata!",17,2022-09-19,2022,9,2022-09
BOLO VENCIDO REETIQUETADO PARA ENGANAR CONSUMIDOR E PARECER FRESQUINHO,SÃO PAULO - SP,SP,"['VENCIDO', 'SUPERMERCADOS', 'PÃO DE AÇÚCAR', 'BOLOS E TORTAS']",NÃO RESPONDIDA,Adquiri bolo de festa de brigadeiro confeitado ( conforme numero do lote que registrei e anexei) de um quilo Valor aprox de 70Rs no Pao de Açucar da R Apinajes em SP capital no dia 07.09.22 .A data de validade refrigerado ( apos funcionarios descongelarem o bolo na loja) era dia 12.09.22 ou seja bem distante de vencer ja era dia 07.09 ainda.Porém ao chegar em casa vi que a etiqueta que colaram do dia 12.09 estava sobre outra etiqueta que apresentava vencimento 05.09.22.Ou seja o bolo estava vencido e foi reetiquetado por cima. Um absurdo um mercado desse colocar um bolo caro vencido a venda colocando em risco a vida dos consumidores. Caracteriza se [Editado pelo Reclame Aqui] contra as relacoes de consumo podendo dar [Editado pelo Reclame Aqui] ao gerente do paode acucar.Exigo que me deem um bolo novo com data boa e que isto nao possa se repetir novamente. Nao tenho tempo de passar novamente na loja como poderia receber o bolo??o bolo vencido estragado foi devidamente fotografado e descartado para nao gerar riscos a saude de minha familia.,17,2022-09-19,2022,9,2022-09
MEUS PONTOS SUMIRAM!!,SÃO PAULO - SP,SP,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'QUALIDADE DO SERVIÇO PRESTADO']",NÃO RESPONDIDA,"Fui a Drogaria Raia e ao consultar meus pontos stix percebi que o valor estava mto baixo. Entrei no APP e tinha duas compras feitas no pão de açúcar (em lugares diferentes e no mesmo dia). Usaram mais de 10 mil pontos ( vide anexo). Eu só vou a um pão de açúcar que fica próximo a minha casa (Pão de açúcar Butantã). O sistema de segurança do stix é mto frágil, já que é só a pessoa saber seu CPF que ela consegue fazer a compra e trocar pelos pontos. Quero meus pontos de volta!! Deem um jeito de melhorar isso, ou com algum código que envie p APP para autorizar a troca por pontos.. Não sei. De fato, vcs tem que melhorar o sistema de segurança Urgente! ",17,2022-09-19,2022,9,2022-09
PÉSSIMO ATENDIMENTO,SÃO PAULO - SP,SP,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'MAU ATENDIMENTO']",NÃO RESPONDIDA,"O Pão de Açúcar da Rua Leais Paulistanos ( esq Cipriano Barata), está com um pessimo atendimento, não há funcionário nos caixas, estão vazios e como implantaram caixas para os clientes pagarem sozinhos, os funcionários  forçam para vc pagar no auto atendimento, e se recusam a ABRIR O CAIXA e passar as compras! O mercado não  tem respeito com os clientes!  O setor de padaria nunca tem funcionários pra te atender , poucas verduras e legumes, não tem açougue, somente uma geladeira  sem grande variedade! O mercado precisa melhorar com bons produtos e oferecer um bom atendimento também, é um maior número de funcionários!",17,2022-09-19,2022,9,2022-09
PONTOS DE STIXS FURTADOS,LORENA - SP,SP,"['CLUBES DE COMPRAS E VANTAGENS', 'PÃO DE AÇÚCAR', 'ESTORNO DO VALOR PAGO', 'PONTOS']",RESOLVIDO,"Hoje, 10/08, ao entrar pra ver meu saldo de stix e programar uma troca, fui surpreendida ao ver que trocaram 10.000 pontos em uma compra no dia 08/08 no Pão de Açúcar em São Paulo, vila Mascote. As compras são de energético, produto que nem utilizo. Gostaria que meus pontos fossem ressarcidos devidamente pois nunca fui sequer neste bairro. Também gostaria de sugerir que coloquem algum tipo de senha pra troca de pontuação pois percebi por aqui no site que vem ocorrendo esse tipo de situação, o que pode deixar esse programa enfraquecido e com muita gente aborrecida. Eu dou preferência pra vcs pois gosto de utilizar esse benefício. Estão dando [Editado pelo Reclame Aqui] em todo lugar. Grata pela atenção e solução do meu caso. ",12,2022-10-08,2022,10,2022-10
ENTREGA COM ITEM ERRADO,COTIA - SP,SP,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'ENTREGA FALTANDO ITENS']",RESOLVIDO,"Fiz uma compra no Pão de Açúcar para entrega express da loja que fica na alameda madeira, ocorre que recebi um produto errado. Era um chocolote de 165g e me entregaram de 90g, estou tentando falar com a loja desde sexta feira, porém, ninguém me responde.Solicito a entrega do item correto.Obrigada ",12,2022-10-08,2022,10,2022-10
ENTREGA COM ITEM ERRADO,COTIA - SP,SP,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'ENTREGA FALTANDO ITENS']",RESOLVIDO,"Fiz uma compra no Pão de Açúcar para entrega express da loja que fica na alameda madeira, ocorre que recebi um produto errado. Era um chocolote de 165g e me entregaram de 90g, estou tentando falar com a loja desde sexta feira, porém, ninguém me responde.Solicito a entrega do item correto.Obrigada ",12,2022-10-08,2022,10,2022-10
EXTRA,GUARULHOS - SP,SP,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'PROBLEMAS COM O ATENDIMENTO', 'MAU ATENDIMENTO']",RESPONDIDA,Estou novamente postando aqui minha reclamação porquê até agora essa empresa não resolveu nada e quero o meu dia de trabalho que perdi por falta de respeito da funcionária que estava no local dizendo ser chefe da previdêncao de perda não vou no parar até essa empresa se posicionar ,12,2022-10-08,2022,10,2022-10
PEDIDO 6969891 - SUPERMERCADO  N 22766852,GUARULHOS - SP,SP,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'PROPAGANDA ENGANOSA']",EM RÉPLICA,"dia/tarde!fiz o pedido 6969891 -Supermercado  n 22766852 e recebi msg informando que estariam me perguntando se caso algum item nao tivesse disponivel para podermos trocar, nao me contataram para informar que seria entregue parcialmente, entregaram e ficou por isso mesmo? vcs fazem promoções sem ter produto? socaram no .. o cod do consumidor mesmo? realizaram a entrega dia 08/08 e hoje entro no site para ver se realmente nao tinha estoque pq nao é a primeira vez que acontece isso no site de vcs, e para minha surpresa novamente um dos itens da compra tinha estoque e vcs nao me enviaram.Cerveja Three Monkeys Im Sour Goiaba e Pitaya Lata 473mlhttps://www.paodeacucar.com/produto/456421/cerveja-three-monkeys-im-sour-goiaba-e-pitaya-lata-473mlquero receber os produtos faltantes do pedido:Cerveja LEUVEN Belgian Ipa DRAGON Garrafa 500mlCerveja APA Puro Malte Dom Lennon Dom Haus Garrafa 600ml Mosaic EditionCerveja Three Monkeys Im Sour Goiaba e Pitaya Lata 473mlcomo podemos resolver esse problema? ",12,2022-10-08,2022,10,2022-10
FUNCIONÁRIO OBSTRUINDO A PORTA DE EMERGÊNCIA,SÃO PAULO - SP,SP,"['CARRINHOS E VEÍCULOS', 'NÃO ENCONTREI MEU PROBLEMA', 'PÃO DE AÇÚCAR', 'PORTA NÃO ABRE-FECHA']",NÃO RESOLVIDO,Ao ir buscar minhas compras no clique e retire na unidade do pão de açúcar morumbi (av fco morto 2385) chegou um funcionário e manobrou a própria moto com cuidado e a encaixou exatamente na frete da porta de emergencia da loja (deixando claro que não iria sair tão cedo ate porque passou atender os clientes). Reparem que foto linda que eu fiz!,12,2022-10-08,2022,10,2022-10
PRODUTOS ENTREGUE ERRADO,RIO DE JANEIRO - RJ,RJ,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'PROBLEMAS COM O ATENDIMENTO', 'PROBLEMA COM ENTREGA DE PRODUTO-COMPRAS']",RESPONDIDA,O Pão de Açucar não entregou os produtos que comprei..estou esperando até hoje a entrega,12,2022-10-08,2022,10,2022-10
PRODUTO ENTREGUE ERRADO E DESCONGELADO,RECIFE - PE,PE,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'PRODUTOS ESTRAGADOS']",RESOLVIDO,"Fiz minha compra dia 08 de agosto, entre os itens solicitei 2 bandejas de frango sadia (Filé de Peito de Frango Congelado SADIA Bandeja 1kg). Ao chegar o meu pedido, foi entregue uma bandeja e um saco, porém, o saco estava totalmente descongelado. Tentei contato com a loja e também com o número 40046070 e não consegui ser atendida para efetuarem a troca!!! As fotos enviadas foram feitas assim que abri os pacotes da feira. ",12,2022-10-08,2022,10,2022-10
PONTOS DO PROGRAMA PÃO DE AÇÚCAR MAIS SUMIRAM.,RECIFE - PE,PE,"['PÃO DE AÇÚCAR', 'NÃO ENCONTREI MEU PROBLEMA', 'PAGAMENTOS E DOCUMENTOS']",RESOLVIDO,"Reclamei há mais de um mês sobre ponto que sumiram do meu saldo do programa Pão de Açúcar Mais e ainda não tive nenhuma resposta!! Por essa e outras, tenho feito menos compras no Pão de Açúcar e ido para a concorrência. Por favor, entrem em contato no meu telefone com uma solução a restituição dos pontos que foram [Editado pelo Reclame Aqui]s por alguém do meu saldo. ",12,2022-10-08,2022,10,2022-10
CARTÃO PRESENTE,SANTANA DE PARNAÍBA - SP,SP,"['PÃO DE AÇÚCAR', 'NÃO ENCONTREI MEU PROBLEMA', 'PAGAMENTOS E DOCUMENTOS', 'ESTORNO DO VALOR PAGO']",RESPONDIDA,"Olá boa noite , hj fiz uma recarga no cartão presente no pão de açúcar da avenida Marcos penteado de Ulhôa Rodrigues, em Alphaville sp , no valor de 193 reais , daí quando eu fui passar o cartão não consegui passar estava dando problema no cartão , espero que vcs possam resolver , pôr favor , não posso perder esse valor , obrigado",12,2022-10-08,2022,10,2022-10
ENCURTAMENTO DO PRAZO DE INSCRIÇÃO CONCURSO MÚSICA DO PÃO,GUAPORÉ - RS,RS,"['PÃO DE AÇÚCAR', 'DESCUMPRIMENTO DE PRAZOS', 'ÁGUA', 'BEBIDAS']",RESPONDIDA,"Estive com uma equipe de músicos de uma escola de música ensaiando compondo e organizando as inscrições dos envolvidos e fo.os frustrados pelo encerramento antecipado do prazo. Isso configura propaganda enganosa e desrespeito às regras, mudança da regra sem necessidade no meio do caminho impedindo muitas pessoas de se inscrever por antecipar encerramento das inscrições é desumano com muita gente que estava se empenhando e dispensando tempo e recursos.  Provavelmente será impugnada essa decisão. ",12,2022-10-08,2022,10,2022-10
SUB GERENTE MAU EDUCADO.,SÃO PAULO - SP,SP,"['PÃO DE AÇÚCAR', 'PROBLEMAS COM O ATENDIMENTO', 'MAU ATENDIMENTO', 'EQUIPE DE ATENDIMENTO']",RESPONDIDA,"Sub gerente mau educado, arrogante e ignorante. Sem profissionalismo. Sem vontade de trabalhar. Nitidamente percebe-se que o mesmo está infeliz e insatisfeito. Fui tratada com indiferença. É triste pensar que pessoas no varejo tenham essa atitude. Uma pena. Por você, senhor Sub gerente, desejo Melhoras dessa sua indisposição que contagia negativamente as pessoas. Obrigada. ",12,2022-10-08,2022,10,2022-10
[EDITADO PELO RECLAME AQUI]AM MEUS STIX,RIO DE JANEIRO - RJ,RJ,"['CLUBES DE COMPRAS E VANTAGENS', 'PÃO DE AÇÚCAR', 'PROPAGANDA ENGANOSA', 'PONTOS']",RESPONDIDA,"Eu estava guardando meus Stix para usar e simplesmente [Editado pelo Reclame Aqui]am. Está lá no extrato que foi usado Stix no caixa na rua Carneiro da cunha, não sei onde fica e nuca fui lá. Favor devolver meu Stix! Usaram 10.000 e depois mais 9.766 totalizando 19.766.  Se a ideia era fz a gente de trouxa prometendo recompensas que não posso usar isso é propagando enganosa, pq só comprei no Pão de Açúcar e no extra p juntar e agora simplesmente nao posso mais usar? ",17,2022-10-09,2022,10,2022-10
LATA TOTALMENTE AMASSADA,SÃO PAULO - SP,SP,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'PROBLEMA COM ENTREGA DE PRODUTO-COMPRAS']",NÃO RESPONDIDA,"Efetuei uma compra (pedido n. 28316465) e dentre os itens entregues, foi entregue uma lata de atum TOTALMENTE AMASSADA o que impossibilita o consumo. Lamentavelmente é impossível falar por telefone com a loja física e pelo whatsapp. Que absurdo. Vou ter que jogar o produto no lixo pela falta de responsabilidade de vocês. ",17,2022-10-09,2022,10,2022-10
"O SITE DE COMPRAS DIZ QUE ACEITA PAGAMENTO VIA CARTÃO ALIMENTAÇÃO, MAS QU",BRASÍLIA - DF,DF,"['SUPERMERCADOS', 'NÃO ENCONTREI MEU PROBLEMA', 'FORMA DE PAGAMENTO INDISPONÍVEL', 'PÃO DE AÇÚCAR']",NÃO RESPONDIDA,"Tentei fazer compra no site https://www.paodeacucar.com, para pagamento com meu cartão sodexo alimentação, mas depois de todos os produtos escolhidos, o site diz que minha forma de pagamento é inválida. O próprio site diz outra coisa em ""Formas de pagamento"", conforme abaixo:""Cartão Vale AlimentaçãoÉ possível fazer suas compras no site e app do Pão de Açúcar com os principais cartões de Vale Alimentação. Aceitamos Ticket Alimentação (Edenred), Sodexo e Alelo.Caso o saldo disponível no cartão alimentação não seja suficiente, ou se houver erro na digitação dos dados do cartão, a compra será cancelada e enviaremos um aviso por SMS ou e-mail.Importante: não aceitamos Vale Alimentação para venda de bebidas alcoólicas.Por questões de segurança, ao efetuar pagamento com cartão de crédito ou cartão Vale Alimentação, é obrigatório que o portador do cartão seja o titular do cadastro no site do Pão de Açúcar""",17,2022-10-09,2022,10,2022-10
VERDURAS E FRUTAS PASSADAS,SÃO PAULO - SP,SP,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'MAU ATENDIMENTO']",NÃO RESPONDIDA,"Não façam compras no pão de açúcar da rua Tito. As frutas e verduras são horríveis, parece q pegam o resto dos outros mercados e colocam lá pra vender. O morango vem podre, a alface cheia de manchas escuras, e por aí vai. Além de que o atendimento é horrível tb. ",17,2022-10-09,2022,10,2022-10
FALTA DE SEGURANÇA JUNTO AO PROGRAMA STIX,RIO DE JANEIRO - RJ,RJ,"['CLUBES DE COMPRAS E VANTAGENS', 'PÃO DE AÇÚCAR', 'ESTORNO DO VALOR PAGO', 'PONTOS']",RESPONDIDA,"Eu tinha um pouco mais de 4 mil pontos STIX e, em agosto, apareceu um resgate de quase a totalidade dos meus pontos em uma loja do Pão de Açúcar numa loja da Leopoldina. Cabe ao STIX e ao Pão de Açúcar garantirem a segurança dos clientes.",17,2022-10-09,2022,10,2022-10
[EDITADO PELO RECLAME AQUI] DE PONTOS STIX,SÃO PAULO - SP,SP,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'ROUBO-FURTO']",RESPONDIDA,"Meus pontos stix foram usados por um terceiro na cidade de São Paulo no dia 09/07/2022. Fizeram duas transações totalizando mais de 16 mil pontos. Sou de Teresina. Já informei o atendimento via chat - a resposta é que a tratativa irá demorar até 30 dias. Para utilizar o stix, basta informar o cpf. Não há qualquer segurança. Não pedem identidade. Qual a dificuldade de visualizar que este será um transtorno cada vez mais frequente? Quero o retorno dos meus pontos!  Já abri chamado na empresa: 220910-000098220910-000106meu cpf: 93159145387",17,2022-10-09,2022,10,2022-10
RESGATE INDEVIDO STIX,SÃO CAETANO DO SUL - SP,SP,"['CLUBES DE COMPRAS E VANTAGENS', 'PÃO DE AÇÚCAR', 'PONTOS']",RESPONDIDA,Verifiquei  meu extrato STIX e houve resgates dos meus pontos no dia 06.09.2022 em lojas do Grupo do Pão de Açúcar que não não fui eu que fiz.Por favor exijo a devolução e práticas de segurança!!!!,17,2022-10-09,2022,10,2022-10
RESGATE INDEVIDO DA MINHA CONTA,COTIA - SP,SP,"['PÃO DE AÇÚCAR', 'PONTOS E MILHAS']",EM RÉPLICA,"Acabei de olhar o meu extrato e me deparei com 2 resgates feitos no dia  03/08/22, na loja 1299 Pão de Açúcar no total quase 20000 pontos. Eu não reconheço esses resgates e peço que retornem esses valores para a minha conta. ",17,2022-10-09,2022,10,2022-10
[EDITADO PELO RECLAME AQUI]AM MEUS STIX!!,BARUERI - SP,SP,"['CLUBES DE COMPRAS E VANTAGENS', 'PÃO DE AÇÚCAR', 'PONTOS']",RESPONDIDA,Fui ativar minhas ofertas hohe e reparei que estava sem stix. Levei um susto e fui consultar se havia resgatado algum produto mas pra minha surpresa alguem usou meus 15 mil stix em duas transações no dia 22/8 em um caixa pao de açúcar que eu nunca nem fui!!! Estou muito nervosa. liguei na central mas fui informada que o setor que resolve isso não funcionava hoje. Alguem me ajudaaaa!!,17,2022-10-09,2022,10,2022-10
DEVOLVAM MEUS PONTOS!,RIO DE JANEIRO - RJ,RJ,"['CLUBES DE COMPRAS E VANTAGENS', 'PÃO DE AÇÚCAR', 'MAU ATENDIMENTO DO PRESTADOR DE SERVIÇO', 'PONTOS']",EM RÉPLICA,Verifiquei que como muitos aqui tive stix utilizados indevidamente da minha conta. Fiz uma reclamação e pasmem que me deram TRINTA DIAS para resolver um problema que tem sido recorrente!!! Eu preciso trocar os pontos e até o momento nada foi resolvido!!! Onde estão meus pontos!! Quero ter o direito de resgatar meus prêmios!!!! Que morosidade absurda dessa empresa! ,17,2022-10-09,2022,10,2022-10
FURTO DE PONTOS STIX,MAUÁ - SP,SP,"['CLUBES DE COMPRAS E VANTAGENS', 'PÃO DE AÇÚCAR', 'QUALIDADE DO SERVIÇO PRESTADO', 'PONTOS']",NÃO RESPONDIDA,"É necessário verificar/mudar o esquema de resgate de pontos Stix. Gerei os chamados finais 813 e 162, um para falar que foi gerado um cupom de pontos sem minha autorização, e outro porque foi feito um resgate de pontos Stix em uma loja do Pão de Açucar. Não fiz nenhum dos dois. Exigo, além do ressarcimento necessário que seja feita alguma coisa para que esses fatos não se repitam. Obrigado.",17,2022-10-09,2022,10,2022-10
DESCONTO NÃO APLICADO - QUERO ESTORNO,SÃO BERNARDO DO CAMPO - SP,SP,"['PÃO DE AÇÚCAR', 'ELETROPORTÁTEIS', 'ESTORNO DO VALOR PAGO']",NÃO RESPONDIDA,"Prezados, no dia 28/08/2022 fiz  compra de um Secador Gama Light Plus Ceramic ion 2.000W Preto - Bivolt / Pedido 8566614, direto pelo app no celular do Pão de Açucar.Conforme print anexa, o produto estava no valor de R$ 149,90 e ao colocar no carrinho aumentava para R$ 229,90. Ao ligar no suporte do e commerce ninguém soube me ajudar.Então entrei no fale conosco diretamente no site, descrevi ocorrido e coloquei anexo as imagens.Fiz isso por umas 3 vezes e sempre recebe retorno do da empresa informando que não receberam o anexo e não disponibiliza nenhum outra forma de envio.Então veio através dessa plataforma enviar o anexo a vocês e solicitar o reembolso da diferença de R$ 80,00.",17,2022-10-09,2022,10,2022-10
ENTREGA NÃO REALIZADA,COTIA - SP,SP,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'ESTORNO DO VALOR PAGO']",NÃO RESPONDIDA,"No dia 08/09 fiz uma compra pelo App do Pão de Açúcar,  paguei via Cartão  de Crédito,  27 itens para serem entregues em 10/09 até as 18hs. O dia todo o pedido apareceu que estava em transporte, liguei na central para verificar meu pedido e o mesmo não seria mais entregue, somente na segunda, então pedi para cancelar e estornar o valor no meu cartão,  mas me foi informado que some te em 30 ou 60 dias, um absurdo não fazerem esse estorno mais rápido,  pois nem recebi os produtos.Meu pedido App do Pão de Açúcar 7191747Entrega 20594892 que não foi entregue.",17,2022-10-09,2022,10,2022-10
DESCUMPRIMENTO DESCONTOS NO CARTÃO PÃO DE AÇÚCAR,SÃO PAULO - SP,SP,"['PROBLEMAS COM O SITE', 'PÃO DE AÇÚCAR', 'DIVERGÊNCIA DE VALORES', 'PROPAGANDA ENGANOSA']",NÃO RESPONDIDA,"Boa noite,estou cansada de fazer compras com o cartão Pão de Açúcar e não ter os benefícios assumidos na hora da contratação do cartão (frete grátis em compras acima de R$149, 20% de desconto em marcas próprias: Qualitá, Taeq, e Casino), 20% de desconto em vinhos, cervejas especiais e queijos.).Inclusive os funcionários parecem desconhecer ou ignorar tudo isso quando entramos em contato, ficam exigindo provas de forma abusiva.Já solicitei estorno no cartão e o mesmo não aconteceu, fazem vale-compras com valores parciais (nos obrigando a comprar outra vez e renovar os problemas) e não respondem mais. Quero meu dinheiro de volta por estorno ou depósito.Último protocolo: 3250063Número do pedido 9188464Produtos que não aplicaram desconto:Água Mineral com Gás Qualitá Garrafa 510ml com 12 unidades R$21,48 - Valor com desconto R$17,18 - Diferença de R$4,30Polpa de Fruta Morango Taeq 100g (2 uni) R$5,58 - Valor com desconto R$4,46 - Diferença de R$1,12Polpa de Fruta Uva Taeq 100g (2 uni) R$5,58 - Valor com desconto R$4,46 - Diferença de R$1,12Polpa de Fruta Abacaxi Taeq 100g (4 uni) R$11,00 - Valor com desconto R$8,80 - Diferença de R$2,20Total de descontos não aplicados: R$8,74Aguardo solução",17,2022-10-09,2022,10,2022-10
"TROCA STIX INDEVIDA, [EDITADO PELO RECLAME AQUI]",PIRACICABA - SP,SP,"['CLUBES DE COMPRAS E VANTAGENS', 'PÃO DE AÇÚCAR', 'PROPAGANDA ENGANOSA', 'PONTOS']",NÃO RESPONDIDA,"Passei meses juntando meus pontos stix, sou cliente frequente do pão de açúcar em Piracicaba, cidade onde moro, bati várias metas para ganhar mais pontos e hoje tive a infeliz surpresa de receber um email da stix falando que meus pontos foram trocados num supermercado em São Paulo, que sequer eu conheço onde fica, alguém simplesmente se passou por mim e com meus dados conseguiu efetivar uma troca que me lesou em 59 reais e 89 centavos, não fui eu quem realizei a troca informada e eu quero esclarecimentos quanto ao uso dos meus dados e minha identidade. Pao de açucar e stix tem que explicar quem se passou por mim e devolver o saldo utilizado injustamente.Em anexo está o email encaminhado, eu realmente não vou deixar essa história assim, pois é absurdo que alguém consiga fazer isso em meu nome.",17,2022-10-09,2022,10,2022-10
TROCA PANELA WOK NÃO REALZIADA POR FALTA EM ESTOQUE,JOÃO PESSOA - PB,PB,"['CLUBES DE COMPRAS E VANTAGENS', 'ATRASO NA ENTREGA', 'PÃO DE AÇÚCAR', 'PONTOS']",RESPONDIDA,"Fiz a troca de pontos Stix pelo produto, oferecido pelo STIX/Pão de Açúcar, Wok c/ tampa 30cm Jamie Oliver em 02/05/2022 e desde de então fui pelo menos 8 a 10x as lojas do Pão de Açúcar fazer compras e tentar retirar a panela, que sempre estava em falta, eles vinham adiando o prazo, hoje após mais de 4 meses de enrolação para entrega do produto, me deparo com o pedido cancelado porque não retirei dentro do prazo, não tenho como retirar algo que a empresa não entrega.Quero a entrega da panela.",17,2022-10-09,2022,10,2022-10
